bolum_kodu	bolum_adi	panel_id	panel_no	panel_baslik	tablo_no	sutun_0	Kontenjan	Yerle?en	Üniversite Türü	Genel	Okul Birincisi	?ehit ve Gazi Yak?n?	34 Ya? Üstü Kad?n	Depremzede Aday	Toplam Kontenjan	Toplam Yerle?en	Taban Puan	Ortalama Puan	Tavan Puan	Taban Ba?ar? S?ras?	Ortalama Ba?ar? S?ras?	Tavan Ba?ar? S?ras?	Yerle?enlerin ?kamet Ettikleri Bölge	Yerle?en Say?s?	% Oran	Yerle?enlerin ?kamet Ettikleri ?l	Ö?renim Durumu	Tercih S?ras?	Tercih Eden Say?s?	Üniversite	Tercih Say?s?	Kontenjan Ba??na Tercih Say?s?	Program	Tercih Oran?
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										5		NANOTEKNOLOJ? MÜHEND?SL???	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										40		NÜKLEER ENERJ? MÜHEND?SL???	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										30		ODYOLOJ?	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										1		ODYOLOJ? (YÜKSEKOKUL)	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										1		OPT?K VE AKUST?K MÜHEND?SL???	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										4		ORMAN ENDÜSTR?S? MÜHEND?SL???	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										33		ORMAN MÜHEND?SL???	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										4		ORTEZ VE PROTEZ	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										510		OTOMOT?V MÜHEND?SL???	0.60%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										40		OTOMOT?V MÜHEND?SL??? (M.T.O.K)	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										120		PETROL VE DO?ALGAZ MÜHEND?SL???	0.10%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										18		PEYZAJ M?MARLI?I	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										45		P?LOTAJ	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										25		P?LOTAJ (YÜKSEKOKUL)	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										18		POL?MER MALZEME MÜHEND?SL???	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										10		PS?KOLOJ?	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										1		"RADYO, TELEV?ZYON VE S?NEMA"	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										3		RAYLI S?STEMLER MÜHEND?SL???	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										3		REHBERL?K VE PS?KOLOJ?K DANI?MANLIK	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										1		SA?LIK YÖNET?M? (AÇIKÖ?RET?M)	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										21		SANAT VE SOSYAL B?L?MLER PROGRAMLARI	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										14		SINIF Ö?RETMENL???	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										157		S?BER GÜVENL?K MÜHEND?SL???	0.20%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										2		S?BER GÜVENL?K MÜHEND?SL??? (M.T.O.K)	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										1		S?GORTACILIK	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										5		S?YASET B?L?M? VE KAMU YÖNET?M?	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										5		S?YASET B?L?M? VE ULUSLARARASI ?L??K?LER	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										2		SU B?L?MLER? VE MÜHEND?SL???	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										1		SU ÜRÜNLER? MÜHEND?SL???	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										48		?EH?R VE BÖLGE PLANLAMA	0.10%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										11		TARIM MAK?NELER? VE TEKNOLOJ?LER? MÜHEND?SL???	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										1		TARIMSAL B?YOTEKNOLOJ?	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										1		TAR?H ÖNCES? ARKEOLOJ?S?	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										6		TARLA B?TK?LER?	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										16		TEKST?L MÜHEND?SL???	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										1.663		TIP	1.80%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										142		UÇAK BAKIM VE ONARIM	0.20%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										34		UÇAK BAKIM VE ONARIM (YÜKSEKOKUL)	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										5		UÇAK ELEKTR?K VE ELEKTRON??? (YÜKSEKOKUL)	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										263		UÇAK GÖVDE VE MOTOR BAKIMI	0.30%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										84		UÇAK GÖVDE VE MOTOR BAKIMI (YÜKSEKOKUL)	0.10%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										1.127		UÇAK MÜHEND?SL???	1.20%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										1		ULUSLARARASI F?NANS	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										16		ULUSLARARASI ?L??K?LER	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										1		ULUSLARARASI T?CARET	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										9		ULUSLARARASI T?CARET VE F?NANSMAN	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										10		ULUSLARARASI T?CARET VE ??LETMEC?L?K	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										4		ULUSLARARASI T?CARET VE LOJ?ST?K	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										6		UZAY B?L?MLER? VE TEKNOLOJ?LER?	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										186		UZAY MÜHEND?SL???	0.20%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										114		VER? B?L?M? VE ANAL?T???	0.10%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										598		VETER?NER	0.70%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										193		YAPAY ZEKA MÜHEND?SL???	0.20%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										174		YAPAY ZEKA VE MAK?NE Ö?RENMES?	0.20%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										257		YAPAY ZEKA VE VER? MÜHEND?SL???	0.30%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										31		YAZILIM GEL??T?RME	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										5		YAZILIM GEL??T?RME (YÜKSEKOKUL)	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										1.445		YAZILIM MÜHEND?SL???	1.60%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										13		YAZILIM MÜHEND?SL??? (M.T.O.K)	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										20		YÖNET?M B?L?MLER? PROGRAMLARI	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										14		YÖNET?M B?L???M S?STEMLER?	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										1		YÖNET?M B?L???M S?STEMLER? (AÇIKÖ?RET?M)	0.00%
13987	Makine Muhendisligi	cmeslek_13	13	Yerle?enlerin Tercih E?ilimleri - Programlar	0																										1		ZOOTEKN?	0.00%
13987	Makine Muhendisligi	cmeslek_14	14	Yerle?enlerin Tercih E?ilimleri - Üniversite Türleri	0				Toplam																						90.618			
13987	Makine Muhendisligi	cmeslek_14	14	Yerle?enlerin Tercih E?ilimleri - Üniversite Türleri	0				Devlet																						78.176			
13987	Makine Muhendisligi	cmeslek_14	14	Yerle?enlerin Tercih E?ilimleri - Üniversite Türleri	0				Vak?f																						12.218			
13987	Makine Muhendisligi	cmeslek_14	14	Yerle?enlerin Tercih E?ilimleri - Üniversite Türleri	0				KKTC																						207			
13987	Makine Muhendisligi	cmeslek_14	14	Yerle?enlerin Tercih E?ilimleri - Üniversite Türleri	0				Yurt D???																						17			
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									Toplam	90.618			100%
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ABDULLAH GÜL ÜN?VERS?TES?	571			"% 0,6"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ACIBADEM MEHMET AL? AYDINLAR ÜN?VERS?TES?	29			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ADA KENT ÜN?VERS?TES?	2			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ADANA ALPARSLAN TÜRKE? B?L?M VE TEKNOLOJ? ÜN?VERS?TES?	642			"% 0,7"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ADIYAMAN ÜN?VERS?TES?	115			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									AFYON KOCATEPE ÜN?VERS?TES?	637			"% 0,7"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									AFYONKARAH?SAR SA?LIK B?L?MLER? ÜN?VERS?TES?	65			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									A?RI ?BRAH?M ÇEÇEN ÜN?VERS?TES?	47			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									AKDEN?Z ÜN?VERS?TES?	1.182			"% 1,3"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									AKSARAY ÜN?VERS?TES?	208			"% 0,2"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ALANYA ALAADD?N KEYKUBAT ÜN?VERS?TES?	651			"% 0,7"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ALANYA ÜN?VERS?TES?	10			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ALTINBA? ÜN?VERS?TES?	113			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									AMASYA ÜN?VERS?TES?	209			"% 0,2"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ANADOLU ÜN?VERS?TES?	54			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ANKARA B?L?M ÜN?VERS?TES?	35			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ANKARA HACI BAYRAM VEL? ÜN?VERS?TES?	8			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ANKARA MED?POL ÜN?VERS?TES?	86			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ANKARA SOSYAL B?L?MLER ÜN?VERS?TES?	1			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ANKARA ÜN?VERS?TES?	757			"% 0,8"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ANKARA YILDIRIM BEYAZIT ÜN?VERS?TES?	1.21			"% 1,3"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ANTALYA BELEK ÜN?VERS?TES?	1			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ANTALYA B?L?M ÜN?VERS?TES?	96			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ARDAHAN ÜN?VERS?TES?	30			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ARTV?N ÇORUH ÜN?VERS?TES?	25			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ATATÜRK ÜN?VERS?TES?	620			"% 0,7"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ATILIM ÜN?VERS?TES?	458			"% 0,5"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									AVRASYA ÜN?VERS?TES?	2			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									AYDIN ADNAN MENDERES ÜN?VERS?TES?	856			"% 0,9"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									BAHÇE?EH?R ÜN?VERS?TES?	179			"% 0,2"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									BALIKES?R ÜN?VERS?TES?	1.372			"% 1,5"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									BANDIRMA ONYED? EYLÜL ÜN?VERS?TES?	524			"% 0,6"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									BARTIN ÜN?VERS?TES?	348			"% 0,4"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									BA?KENT ÜN?VERS?TES?	866			"% 1,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									BATMAN ÜN?VERS?TES?	13			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									BAYBURT ÜN?VERS?TES?	16			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									BEYKOZ ÜN?VERS?TES?	11			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									BEZM-? ÂLEM VAKIF ÜN?VERS?TES?	7			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									B?LEC?K ?EYH EDEBAL? ÜN?VERS?TES?	467			"% 0,5"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									B?NGÖL ÜN?VERS?TES?	49			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									B?RUN? ÜN?VERS?TES?	43			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									B?TL?S EREN ÜN?VERS?TES?	11			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									BO?AZ?Ç? ÜN?VERS?TES?	636			"% 0,7"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									BOLU ABANT ?ZZET BAYSAL ÜN?VERS?TES?	1.145			"% 1,3"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									BURDUR MEHMET AK?F ERSOY ÜN?VERS?TES?	397			"% 0,4"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									BURSA TEKN?K ÜN?VERS?TES?	1.684			"% 1,9"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									BURSA ULUDA? ÜN?VERS?TES?	1.497			"% 1,7"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ÇANAKKALE ONSEK?Z MART ÜN?VERS?TES?	593			"% 0,7"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ÇANKAYA ÜN?VERS?TES?	437			"% 0,5"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ÇANKIRI KARATEK?N ÜN?VERS?TES?	201			"% 0,2"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ÇUKUROVA ÜN?VERS?TES?	1.144			"% 1,3"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									DEM?RO?LU B?L?M ÜN?VERS?TES?	3			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									D?CLE ÜN?VERS?TES?	171			"% 0,2"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									DO?U AKDEN?Z ÜN?VERS?TES?	87			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									DO?U? ÜN?VERS?TES?	245			"% 0,3"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									DOKUZ EYLÜL ÜN?VERS?TES?	1.401			"% 1,5"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									DÜZCE ÜN?VERS?TES?	1.127			"% 1,2"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									EGE ÜN?VERS?TES?	1.161			"% 1,3"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ERC?YES ÜN?VERS?TES?	2.111			"% 2,3"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ERZ?NCAN B?NAL? YILDIRIM ÜN?VERS?TES?	99			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ERZURUM TEKN?K ÜN?VERS?TES?	281			"% 0,3"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ESK??EH?R OSMANGAZ? ÜN?VERS?TES?	1.858			"% 2,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ESK??EH?R TEKN?K ÜN?VERS?TES?	1.842			"% 2,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									FAT?H SULTAN MEHMET VAKIF ÜN?VERS?TES?	34			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									FENERBAHÇE ÜN?VERS?TES?	30			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									FIRAT ÜN?VERS?TES?	483			"% 0,5"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									GALATASARAY ÜN?VERS?TES?	31			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									GAZ? ÜN?VERS?TES?	2.948			"% 3,3"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									GAZ?ANTEP ?SLAM B?L?M VE TEKNOLOJ? ÜN?VERS?TES?	81			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									GAZ?ANTEP ÜN?VERS?TES?	710			"% 0,8"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									GEBZE TEKN?K ÜN?VERS?TES?	1.296			"% 1,4"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									G?RESUN ÜN?VERS?TES?	285			"% 0,3"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									G?RNE AMER?KAN ÜN?VERS?TES?	10			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									G?RNE ÜN?VERS?TES?	23			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									GÜMÜ?HANE ÜN?VERS?TES?	56			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									HACETTEPE ÜN?VERS?TES?	1.286			"% 1,4"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									HAKKAR? ÜN?VERS?TES?	10			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									HAL?Ç ÜN?VERS?TES?	162			"% 0,2"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									HARRAN ÜN?VERS?TES?	108			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									HASAN KALYONCU ÜN?VERS?TES?	101			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									HATAY MUSTAFA KEMAL ÜN?VERS?TES?	72			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									H?T?T ÜN?VERS?TES?	159			"% 0,2"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									HOCA AHMET YESEV? ULUSLARARASI TÜRK-KAZAK ÜN?VERS?TES?	2			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									I?DIR ÜN?VERS?TES?	30			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ISPARTA UYGULAMALI B?L?MLER ÜN?VERS?TES?	434			"% 0,5"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									I?IK ÜN?VERS?TES?	99			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?Ç??LER? BAKANLI?I VE M?LL? SAVUNMA BAKANLI?I ADINA SA?LIK B?L?MLER? ÜN?VERS?TES?NDE E??T?M ALACAKLAR	6			"% 0,0"
